"","iso2Code","Country","Year","Fertility","Population","GDP","Region"
"5939","PE","Peru",1984,4.475,19081183,1040.05683160443,"Latin America & Caribbean "
"5940","PE","Peru",1985,4.36,19525200,964.824968548237,"Latin America & Caribbean "
"5941","PE","Peru",1986,4.25,19973258,900.078517693501,"Latin America & Caribbean "
"5942","PE","Peru",1987,4.144,20424055,1170.44667528385,"Latin America & Caribbean "
"5943","PE","Peru",1988,4.038,20875714,592.823346482409,"Latin America & Caribbean "
"5944","PE","Peru",1989,3.933,21325690,964.876031428651,"Latin America & Caribbean "
"5945","PE","Peru",1990,3.828,21772035,1207.71307895933,"Latin America & Caribbean "
"5946","PE","Peru",1991,3.722,22213359,1555.1219657026,"Latin America & Caribbean "
"5947","PE","Peru",1992,3.617,22649612,1593.14023298818,"Latin America & Caribbean "
"5948","PE","Peru",1993,3.514,23081735,1509.18758498356,"Latin America & Caribbean "
"5949","PE","Peru",1994,3.413,23511358,1910.1405640787,"Latin America & Caribbean "
"5950","PE","Peru",1995,3.317,23939261,2242.09452628594,"Latin America & Caribbean "
"5951","PE","Peru",1996,3.226,24365985,2293.20100078981,"Latin America & Caribbean "
"5952","PE","Peru",1997,3.142,24789855,2388.99659929646,"Latin America & Caribbean "
"5953","PE","Peru",1998,3.064,25206817,2251.4417268289,"Latin America & Caribbean "
"5954","PE","Peru",1999,2.993,25611482,2011.18838833186,"Latin America & Caribbean "
"5955","PE","Peru",2000,2.929,26000080,2049.62409031145,"Latin America & Caribbean "
"5956","PE","Peru",2001,2.872,26372358,2045.16262767289,"Latin America & Caribbean "
"5957","PE","Peru",2002,2.82,26729909,2123.92563010393,"Latin America & Caribbean "
"5958","PE","Peru",2003,2.773,27073334,2265.94645380773,"Latin America & Caribbean "
"5959","PE","Peru",2004,2.73,27403845,2544.35134795245,"Latin America & Caribbean "
"5960","PE","Peru",2005,2.689,27723281,2863.48045970209,"Latin America & Caribbean "
"5961","PE","Peru",2006,2.65,28030688,3292.95555769188,"Latin America & Caribbean "
"5962","PE","Peru",2007,2.614,28328410,3785.35176089595,"Latin America & Caribbean "
"5963","PE","Peru",2008,2.579,28625628,4430.39152188462,"Latin America & Caribbean "
"5964","PE","Peru",2009,2.545,28934303,4386.59239669136,"Latin America & Caribbean "
"5965","PE","Peru",2010,2.511,29262830,5247.09593450423,"Latin America & Caribbean "
"5966","PE","Peru",2011,2.479,29614887,5970.36336365681,"Latin America & Caribbean "
"5967","PF","French Polynesia",1965,5.314,93440,1889.28285106366,"East Asia & Pacific "
"5968","PF","French Polynesia",1966,5.267,96730,2229.49917313452,"East Asia & Pacific "
"5969","PF","French Polynesia",1967,5.222,100031,2209.15885204737,"East Asia & Pacific "
"5970","PF","French Polynesia",1968,5.174,103385,2510.90657535427,"East Asia & Pacific "
"5971","PF","French Polynesia",1969,5.12,106858,2273.51978197514,"East Asia & Pacific "
"5972","PF","French Polynesia",1970,5.057,110496,2299.05154229291,"East Asia & Pacific "
"5973","PF","French Polynesia",1971,4.98,114311,2594.79399946872,"East Asia & Pacific "
"5974","PF","French Polynesia",1972,4.889,118279,2754.86988110419,"East Asia & Pacific "
"5975","PF","French Polynesia",1973,4.785,122355,3524.61364918864,"East Asia & Pacific "
"5976","PF","French Polynesia",1974,4.67,126483,4390.61364517754,"East Asia & Pacific "
"5977","PF","French Polynesia",1975,4.548,130619,5284.98729060238,"East Asia & Pacific "
"5978","PF","French Polynesia",1976,4.423,134743,5434.68783790557,"East Asia & Pacific "
"5979","PF","French Polynesia",1977,4.301,138867,5711.89114343631,"East Asia & Pacific "
"5980","PF","French Polynesia",1978,4.185,143033,7030.3586879086,"East Asia & Pacific "
"5981","PF","French Polynesia",1979,4.08,147299,8248.74422275748,"East Asia & Pacific "
"5982","PF","French Polynesia",1980,3.989,151702,8979.12699694093,"East Asia & Pacific "
"5983","PF","French Polynesia",1981,3.916,156240,8192.35065528493,"East Asia & Pacific "
"5984","PF","French Polynesia",1982,3.858,160883,7996.26214476967,"East Asia & Pacific "
"5985","PF","French Polynesia",1983,3.812,165611,8066.4647057973,"East Asia & Pacific "
"5986","PF","French Polynesia",1984,3.774,170397,8092.81503417793,"East Asia & Pacific "
"5987","PF","French Polynesia",1985,3.738,175208,8602.52259542492,"East Asia & Pacific "
"5988","PF","French Polynesia",1986,3.697,180069,12781.2933780832,"East Asia & Pacific "
"5989","PF","French Polynesia",1987,3.645,184958,13750.1440780571,"East Asia & Pacific "
"5990","PF","French Polynesia",1988,3.579,189742,14163.8268260579,"East Asia & Pacific "
"5991","PF","French Polynesia",1989,3.497,194249,13572.5873343245,"East Asia & Pacific "
"5992","PF","French Polynesia",1990,3.4,198370,16036.7308807556,"East Asia & Pacific "
"5993","PF","French Polynesia",1991,3.291,202020,16173.4858424674,"East Asia & Pacific "
"5994","PF","French Polynesia",1992,3.175,205269,17334.4007631356,"East Asia & Pacific "
"5995","PF","French Polynesia",1993,3.059,208349,17732.7484168018,"East Asia & Pacific "
"5996","PF","French Polynesia",1994,2.946,211584,16647.1582038702,"East Asia & Pacific "
"5997","PF","French Polynesia",1995,2.841,215200,18505.4593212225,"East Asia & Pacific "
"5998","PF","French Polynesia",1996,2.745,219282,18034.7537588535,"East Asia & Pacific "
"5999","PF","French Polynesia",1997,2.66,223734,15943.3189049181,"East Asia & Pacific "
"6000","PF","French Polynesia",1998,2.585,228380,16530.1725080536,"East Asia & Pacific "
"6001","PF","French Polynesia",1999,2.52,232956,16299.2842798507,"East Asia & Pacific "
"6002","PF","French Polynesia",2000,2.463,237267,14530.2260236,"East Asia & Pacific "
"6003","PG","Papua New Guinea",1960,6.275,1966957,117.184073150924,"East Asia & Pacific "
"6004","PG","Papua New Guinea",1961,6.278,2001048,122.351905113472,"East Asia & Pacific "
"6005","PG","Papua New Guinea",1962,6.278,2037164,128.209627385265,"East Asia & Pacific "
"6006","PG","Papua New Guinea",1963,6.275,2075629,132.956342138959,"East Asia & Pacific "
"6007","PG","Papua New Guinea",1964,6.268,2116831,144.23071264321,"East Asia & Pacific "
"6008","PG","Papua New Guinea",1965,6.258,2161102,159.251844820348,"East Asia & Pacific "
"6009","PG","Papua New Guinea",1966,6.244,2208421,177.037454943963,"East Asia & Pacific "
"6010","PG","Papua New Guinea",1967,6.227,2258876,195.542785698963,"East Asia & Pacific "
"6011","PG","Papua New Guinea",1968,6.208,2313016,209.752470281507,"East Asia & Pacific "
"6012","PG","Papua New Guinea",1969,6.187,2371514,232.441101156634,"East Asia & Pacific "
"6013","PG","Papua New Guinea",1970,6.163,2434754,265.134447905799,"East Asia & Pacific "
"6014","PG","Papua New Guinea",1971,6.137,2503073,286.73400238665,"East Asia & Pacific "
"6015","PG","Papua New Guinea",1972,6.108,2576093,333.373853467014,"East Asia & Pacific "
"6016","PG","Papua New Guinea",1973,6.077,2652585,489.750671959971,"East Asia & Pacific "
"6017","PG","Papua New Guinea",1974,6.041,2730859,537.320347161075,"East Asia & Pacific "
"6018","PG","Papua New Guinea",1975,6,2809692,482.825597519553,"East Asia & Pacific "
"6019","PG","Papua New Guinea",1976,5.954,2888510,523.403633592061,"East Asia & Pacific "
"6020","PG","Papua New Guinea",1977,5.9,2967620,552.888565252,"East Asia & Pacific "
"6021","PG","Papua New Guinea",1978,5.839,3047769,639.138818983039,"East Asia & Pacific "
"6022","PG","Papua New Guinea",1979,5.771,3130125,732.757284067055,"East Asia & Pacific "
"6023","PG","Papua New Guinea",1980,5.694,3215483,791.788655142233,"East Asia & Pacific "
"6024","PG","Papua New Guinea",1981,5.609,3304188,756.030937304006,"East Asia & Pacific "
"6025","PG","Papua New Guinea",1982,5.515,3395798,697.504671812881,"East Asia & Pacific "
"6026","PG","Papua New Guinea",1983,5.415,3489402,734.364365740798,"East Asia & Pacific "
"6027","PG","Papua New Guinea",1984,5.312,3583707,712.258635715623,"East Asia & Pacific "
"6028","PG","Papua New Guinea",1985,5.21,3677854,658.909539115685,"East Asia & Pacific "
"6029","PG","Papua New Guinea",1986,5.11,3771592,702.099749559639,"East Asia & Pacific "
"6030","PG","Papua New Guinea",1987,5.018,3865448,813.320560959504,"East Asia & Pacific "
"6031","PG","Papua New Guinea",1988,4.934,3960314,923.153988686715,"East Asia & Pacific "
"6032","PG","Papua New Guinea",1989,4.861,4057467,874.057676129258,"East Asia & Pacific "
"6033","PG","Papua New Guinea",1990,4.802,4157903,774.363991896877,"East Asia & Pacific "
"6034","PG","Papua New Guinea",1991,4.757,4261797,888.674961915517,"East Asia & Pacific "
"6035","PG","Papua New Guinea",1992,4.724,4369087,1002.03637510537,"East Asia & Pacific "
"6036","PG","Papua New Guinea",1993,4.701,4480243,1110.35560124752,"East Asia & Pacific "
"6037","PG","Papua New Guinea",1994,4.685,4595761,1197.33130160598,"East Asia & Pacific "
"6038","PG","Papua New Guinea",1995,4.671,4715929,983.075334679554,"East Asia & Pacific "
"6039","PG","Papua New Guinea",1996,4.654,4841020,1064.95850455069,"East Asia & Pacific "
"6040","PG","Papua New Guinea",1997,4.631,4970823,993.116246545086,"East Asia & Pacific "
"6041","PG","Papua New Guinea",1998,4.599,5104516,742.36777002952,"East Asia & Pacific "
"6042","PG","Papua New Guinea",1999,4.557,5240941,663.441954094375,"East Asia & Pacific "
"6043","PG","Papua New Guinea",2000,4.507,5379226,654.619856982522,"East Asia & Pacific "
"6044","PG","Papua New Guinea",2001,4.451,5518971,558.261615431995,"East Asia & Pacific "
"6045","PG","Papua New Guinea",2002,4.392,5660267,529.929483789575,"East Asia & Pacific "
"6046","PG","Papua New Guinea",2003,4.335,5803302,609.387400463064,"East Asia & Pacific "
"6047","PG","Papua New Guinea",2004,4.279,5948461,660.189998193333,"East Asia & Pacific "
"6048","PG","Papua New Guinea",2005,4.226,6095959,804.071109423313,"East Asia & Pacific "
"6049","PG","Papua New Guinea",2006,4.174,6245797,896.394878739166,"East Asia & Pacific "
"6050","PG","Papua New Guinea",2007,4.122,6397623,989.319459632574,"East Asia & Pacific "
"6051","PG","Papua New Guinea",2008,4.067,6550877,1222.79358479336,"East Asia & Pacific "
"6052","PG","Papua New Guinea",2009,4.011,6704829,1180.43192494522,"East Asia & Pacific "
"6053","PG","Papua New Guinea",2010,3.954,6858945,1382.14374933877,"East Asia & Pacific "
"6054","PG","Papua New Guinea",2011,3.896,7012977,1767.2386619059,"East Asia & Pacific "
"6055","PH","Philippines",1960,7.148,26271731,254.444045232618,"East Asia & Pacific "
"6056","PH","Philippines",1961,7.087,27163317,267.163529929054,"East Asia & Pacific "
"6057","PH","Philippines",1962,7.02,28079991,156.688621078208,"East Asia & Pacific "
"6058","PH","Philippines",1963,6.947,29015642,168.021373420453,"East Asia & Pacific "
"6059","PH","Philippines",1964,6.867,29961902,175.935447731375,"East Asia & Pacific "
"6060","PH","Philippines",1965,6.781,30913136,187.117827515312,"East Asia & Pacific "
"6061","PH","Philippines",1966,6.689,31866972,199.940135286111,"East Asia & Pacific "
"6062","PH","Philippines",1967,6.589,32826235,207.427004642548,"East Asia & Pacific "
"6063","PH","Philippines",1968,6.485,33796910,224.624171987317,"East Asia & Pacific "
"6064","PH","Philippines",1969,6.376,34787692,241.702302750818,"East Asia & Pacific "
"6065","PH","Philippines",1970,6.264,35805060,186.767558995224,"East Asia & Pacific "
"6066","PH","Philippines",1971,6.152,36851591,201.030564299065,"East Asia & Pacific "
"6067","PH","Philippines",1972,6.041,37926125,211.395664154725,"East Asia & Pacific "
"6068","PH","Philippines",1973,5.931,39026975,258.357470715957,"East Asia & Pacific "
"6069","PH","Philippines",1974,5.824,40150999,343.234059253366,"East Asia & Pacific "
"6070","PH","Philippines",1975,5.718,41296295,360.661150566709,"East Asia & Pacific "
"6071","PH","Philippines",1976,5.613,42462461,402.653502105184,"East Asia & Pacific "
"6072","PH","Philippines",1977,5.506,43651688,450.109514449179,"East Asia & Pacific "
"6073","PH","Philippines",1978,5.399,44867695,506.071989109913,"East Asia & Pacific "
"6074","PH","Philippines",1979,5.29,46115445,596.380554312246,"East Asia & Pacific "
"6075","PH","Philippines",1980,5.183,47398432,684.630216036853,"East Asia & Pacific "
"6076","PH","Philippines",1981,5.078,48716422,731.717163784065,"East Asia & Pacific "
"6077","PH","Philippines",1982,4.978,50067906,741.795834248113,"East Asia & Pacific "
"6078","PH","Philippines",1983,4.883,51453251,645.48167855848,"East Asia & Pacific "
"6079","PH","Philippines",1984,4.795,52872611,594.040619980955,"East Asia & Pacific "
"6080","PH","Philippines",1985,4.712,54324952,565.748616992349,"East Asia & Pacific "
"6081","PH","Philippines",1986,4.632,55811616,535.163932560747,"East Asia & Pacific "
"6082","PH","Philippines",1987,4.554,57329415,579.039126168964,"East Asia & Pacific "
"6083","PH","Philippines",1988,4.476,58867229,643.57514098173,"East Asia & Pacific "
"6084","PH","Philippines",1989,4.397,60410438,704.765911727753,"East Asia & Pacific "
"6085","PH","Philippines",1990,4.32,61948688,715.295136353154,"East Asia & Pacific "
"6086","PH","Philippines",1991,4.246,63476449,715.501670600538,"East Asia & Pacific "
"6087","PH","Philippines",1992,4.177,64996507,815.064771829074,"East Asia & Pacific "
"6088","PH","Philippines",1993,4.113,66517085,817.356681695758,"East Asia & Pacific "
"6089","PH","Philippines",1994,4.056,68050807,941.71613857886,"East Asia & Pacific "
"6090","PH","Philippines",1995,4.006,69606539,1064.84059208726,"East Asia & Pacific "
"6091","PH","Philippines",1996,3.962,71184718,1163.84803820899,"East Asia & Pacific "
"6092","PH","Philippines",1997,3.923,72780928,1131.4004461984,"East Asia & Pacific "
"6093","PH","Philippines",1998,3.888,74393147,970.613899040919,"East Asia & Pacific "
"6094","PH","Philippines",1999,3.852,76018006,1091.78272317126,"East Asia & Pacific "
"6095","PH","Philippines",2000,3.813,77651848,1043.45610269628,"East Asia & Pacific "
"6096","PH","Philippines",2001,3.766,79297756,961.716982544775,"East Asia & Pacific "
"6097","PH","Philippines",2002,3.709,80953652,1004.99058140593,"East Asia & Pacific "
"6098","PH","Philippines",2003,3.642,82604681,1015.78027666254,"East Asia & Pacific "
"6099","PH","Philippines",2004,3.566,84231329,1084.76546700597,"East Asia & Pacific "
"6100","PH","Philippines",2005,3.485,85821214,1200.93817838395,"East Asia & Pacific "
"6101","PH","Philippines",2006,3.403,87366573,1398.82697752082,"East Asia & Pacific "
"6102","PH","Philippines",2007,3.326,88875548,1680.5513256177,"East Asia & Pacific "
"6103","PH","Philippines",2008,3.257,90371287,1920.99215479334,"East Asia & Pacific "
"6104","PH","Philippines",2009,3.199,91886400,1831.97448572492,"East Asia & Pacific "
"6105","PH","Philippines",2010,3.151,93444322,2135.91841370481,"East Asia & Pacific "
"6106","PH","Philippines",2011,3.111,95053437,2357.57097199525,"East Asia & Pacific "
"6107","PK","Pakistan",1960,6.6,45540594,81.4011304698956,"South Asia"
"6108","PK","Pakistan",1961,6.6,46673627,86.8713096875897,"South Asia"
"6109","PK","Pakistan",1962,6.6,47864343,88.4394361248465,"South Asia"
"6110","PK","Pakistan",1963,6.6,49109360,92.4575076677358,"South Asia"
"6111","PK","Pakistan",1964,6.6,50404401,101.784914325824,"South Asia"
"6112","PK","Pakistan",1965,6.6,51746670,113.721559289678,"South Asia"
"6113","PK","Pakistan",1966,6.6,53138320,121.69392322641,"South Asia"
"6114","PK","Pakistan",1967,6.6,54581657,135.646702327857,"South Asia"
"6115","PK","Pakistan",1968,6.6,56074840,144.273053985223,"South Asia"
"6116","PK","Pakistan",1969,6.6,57615471,149.836961476406,"South Asia"
"6117","PK","Pakistan",1970,6.601,59204212,169.364447865805,"South Asia"
"6118","PK","Pakistan",1971,6.602,60840513,174.259839006788,"South Asia"
"6119","PK","Pakistan",1972,6.605,62532284,148.86885475798,"South Asia"
"6120","PK","Pakistan",1973,6.608,64299241,98.3663891176416,"South Asia"
"6121","PK","Pakistan",1974,6.611,66167072,132.589073367242,"South Asia"
"6122","PK","Pakistan",1975,6.612,68155252,166.384839756925,"South Asia"
"6123","PK","Pakistan",1976,6.608,70268556,189.821539782387,"South Asia"
"6124","PK","Pakistan",1977,6.599,72505126,208.620563353476,"South Asia"
"6125","PK","Pakistan",1978,6.583,74868889,238.01744026596,"South Asia"
"6126","PK","Pakistan",1979,6.561,77362155,254.749626087791,"South Asia"
"6127","PK","Pakistan",1980,6.535,79984297,296.17935725117,"South Asia"
"6128","PK","Pakistan",1981,6.508,82733080,339.653819250494,"South Asia"
"6129","PK","Pakistan",1982,6.483,85601555,358.941753193838,"South Asia"
"6130","PK","Pakistan",1983,6.46,88577077,323.920046096405,"South Asia"
"6131","PK","Pakistan",1984,6.436,91643160,339.925260631996,"South Asia"
"6132","PK","Pakistan",1985,6.407,94783463,328.590240119345,"South Asia"
"6133","PK","Pakistan",1986,6.367,97998462,325.505850442435,"South Asia"
"6134","PK","Pakistan",1987,6.31,101278129,329.306303992366,"South Asia"
"6135","PK","Pakistan",1988,6.234,104583470,367.8663661793,"South Asia"
"6136","PK","Pakistan",1989,6.138,107865403,372.41803212635,"South Asia"
"6137","PK","Pakistan",1990,6.024,111090879,360.159411351339,"South Asia"
"6138","PK","Pakistan",1991,5.899,114229172,397.901520585218,"South Asia"
"6139","PK","Pakistan",1992,5.767,117291344,414.653295081662,"South Asia"
"6140","PK","Pakistan",1993,5.634,120336722,427.785913582804,"South Asia"
"6141","PK","Pakistan",1994,5.499,123450933,420.36778821081,"South Asia"
"6142","PK","Pakistan",1995,5.359,126689577,478.619260716229,"South Asia"
"6143","PK","Pakistan",1996,5.208,130083700,486.764829755054,"South Asia"
"6144","PK","Pakistan",1997,5.042,133597492,467.324195487313,"South Asia"
"6145","PK","Pakistan",1998,4.861,137139290,453.494806735165,"South Asia"
"6146","PK","Pakistan",1999,4.669,140580398,447.956163268846,"South Asia"
"6147","PK","Pakistan",2000,4.474,143832014,514.157960478809,"South Asia"
"6148","PK","Pakistan",2001,4.29,146857081,492.381698103702,"South Asia"
"6149","PK","Pakistan",2002,4.125,149693684,483.031871914065,"South Asia"
"6150","PK","Pakistan",2003,3.986,152419974,546.154148357941,"South Asia"
"6151","PK","Pakistan",2004,3.873,155151394,631.497814306924,"South Asia"
"6152","PK","Pakistan",2005,3.785,157971415,693.796406140946,"South Asia"
"6153","PK","Pakistan",2006,3.713,160905794,792.389116826955,"South Asia"
"6154","PK","Pakistan",2007,3.648,163928329,873.376697709745,"South Asia"
"6155","PK","Pakistan",2008,3.581,167008083,981.339879353447,"South Asia"
"6156","PK","Pakistan",2009,3.509,170093999,951.350619643254,"South Asia"
"6157","PK","Pakistan",2010,3.43,173149306,1019.22169126034,"South Asia"
"6158","PK","Pakistan",2011,3.347,176166353,1196.26175101877,"South Asia"
"6159","PL","Poland",1985,2.329,37201885,1908.63335735738,"Europe & Central Asia "
"6160","PL","Poland",1986,2.22,37456119,1972.72102520938,"Europe & Central Asia "
"6161","PL","Poland",1987,2.154,37668045,1695.7982489647,"Europe & Central Asia "
"6162","PL","Poland",1988,2.13,37824487,1819.56005557532,"Europe & Central Asia "
"6163","PL","Poland",1989,2.078,37961529,2165.65136007546,"Europe & Central Asia "
"6164","PL","Poland",1990,2.04,38110782,1693.73580961381,"Europe & Central Asia "
"6165","PL","Poland",1991,2.05,38246193,2187.15058056372,"Europe & Central Asia "
"6166","PL","Poland",1992,1.93,38363667,2405.79269053577,"Europe & Central Asia "
"6167","PL","Poland",1993,1.85,38461408,2443.0777302492,"Europe & Central Asia "
"6168","PL","Poland",1994,1.798,38542652,2812.60309830318,"Europe & Central Asia "
"6169","PL","Poland",1995,1.61,38594998,3603.10332074274,"Europe & Central Asia "
"6170","PL","Poland",1996,1.58,38624370,4056.6124251212,"Europe & Central Asia "
"6171","PL","Poland",1997,1.513,38649660,4066.11171039915,"Europe & Central Asia "
"6172","PL","Poland",1998,1.44,38663481,4471.95989708693,"Europe & Central Asia "
"6173","PL","Poland",1999,1.37,38660271,4340.41835579626,"Europe & Central Asia "
"6174","PL","Poland",2000,1.35,38453757,4454.0802196319,"Europe & Central Asia "
"6175","PL","Poland",2001,1.31,38248076,4978.57382617075,"Europe & Central Asia "
"6176","PL","Poland",2002,1.25,38230364,5183.82260632637,"Europe & Central Asia "
"6177","PL","Poland",2003,1.22,38204570,5674.73704433904,"Europe & Central Asia "
"6178","PL","Poland",2004,1.23,38182222,6620.0704241166,"Europe & Central Asia "
"6179","PL","Poland",2005,1.24,38165445,7963.0212080809,"Europe & Central Asia "
"6180","PL","Poland",2006,1.27,38141267,8958.01242244721,"Europe & Central Asia "
"6181","PL","Poland",2007,1.31,38120560,11157.2731919619,"Europe & Central Asia "
"6182","PL","Poland",2008,1.39,38125759,13886.4724287539,"Europe & Central Asia "
"6183","PL","Poland",2009,1.4,38151603,11294.8677501865,"Europe & Central Asia "
"6184","PL","Poland",2010,1.38,38183683,12302.0299191861,"Europe & Central Asia "
"6185","PL","Poland",2011,1.3,38534157,13382.0721480115,"Europe & Central Asia "
"6186","PR","Puerto Rico",1960,4.657,2358000,717.514748091603,"Latin America & Caribbean "
"6187","PR","Puerto Rico",1961,4.547,2399721.6,777.215116953567,"Latin America & Caribbean "
"6188","PR","Puerto Rico",1962,4.411,2450321.6,852.500223644113,"Latin America & Caribbean "
"6189","PR","Puerto Rico",1963,4.252,2504529.6,929.116512737561,"Latin America & Caribbean "
"6190","PR","Puerto Rico",1964,4.075,2554065.6,1006.39535022123,"Latin America & Caribbean "
"6191","PR","Puerto Rico",1965,3.888,2594000,1111.02539398612,"Latin America & Caribbean "
"6192","PR","Puerto Rico",1966,3.703,2624995.2,1207.54504084427,"Latin America & Caribbean "
"6193","PR","Puerto Rico",1967,3.53,2645673.6,1341.81333933256,"Latin America & Caribbean "
"6194","PR","Puerto Rico",1968,3.377,2662064,1497.6724706844,"Latin America & Caribbean "
"6195","PR","Puerto Rico",1969,3.248,2684150.4,1661.86669718657,"Latin America & Caribbean "
"6196","PR","Puerto Rico",1970,3.146,2718000,1852.31785724798,"Latin America & Caribbean "
"6197","PR","Puerto Rico",1971,3.068,2762190.4,2044.39201584366,"Latin America & Caribbean "
"6198","PR","Puerto Rico",1972,3.006,2817256,2246.51220904313,"Latin America & Caribbean "
"6199","PR","Puerto Rico",1973,2.955,2878785.6,2432.27560954869,"Latin America & Caribbean "
"6200","PR","Puerto Rico",1974,2.908,2939299.2,2614.56880606098,"Latin America & Caribbean "
"6201","PR","Puerto Rico",1975,2.864,2994000,2738.14295257181,"Latin America & Caribbean "
"6202","PR","Puerto Rico",1976,2.818,3043854.4,2946.59297764046,"Latin America & Caribbean "
"6203","PR","Puerto Rico",1977,2.769,3088689.6,3208.804147882,"Latin America & Caribbean "
"6204","PR","Puerto Rico",1978,2.718,3129420.8,3567.75285701431,"Latin America & Caribbean "
"6205","PR","Puerto Rico",1979,2.664,3168088,4024.50942019287,"Latin America & Caribbean "
"6206","PR","Puerto Rico",1980,2.607,3206000,4502.80723643169,"Latin America & Caribbean "
"6207","PR","Puerto Rico",1981,2.548,3242552,4920.81545646762,"Latin America & Caribbean "
"6208","PR","Puerto Rico",1982,2.49,3277452.8,5114.9478033673,"Latin America & Caribbean "
"6209","PR","Puerto Rico",1983,2.436,3311137.6,5217.84416328696,"Latin America & Caribbean "
"6210","PR","Puerto Rico",1984,2.387,3344190.4,5730.23593393486,"Latin America & Caribbean "
"6211","PR","Puerto Rico",1985,2.344,3377000,6007.99526206692,"Latin America & Caribbean "
"6212","PR","Puerto Rico",1986,2.308,3409553.6,6443.36548925349,"Latin America & Caribbean "
"6213","PR","Puerto Rico",1987,2.279,3441849.6,6937.54892718148,"Latin America & Caribbean "
"6214","PR","Puerto Rico",1988,2.256,3473897.6,7535.62799317976,"Latin America & Caribbean "
"6215","PR","Puerto Rico",1989,2.236,3505649.6,8063.27021388561,"Latin America & Caribbean "
"6216","PR","Puerto Rico",1990,2.219,3537000,8652.53039298841,"Latin America & Caribbean "
"6217","PR","Puerto Rico",1991,2.201,3562110,9064.00981440775,"Latin America & Caribbean "
"6218","PR","Puerto Rico",1992,2.18,3585176,9659.21896163536,"Latin America & Caribbean "
"6219","PR","Puerto Rico",1993,2.154,3615497,10212.4272264643,"Latin America & Caribbean "
"6220","PR","Puerto Rico",1994,2.124,3649237,10876.5202150477,"Latin America & Caribbean "
"6221","PR","Puerto Rico",1995,2.088,3683103,11579.0951271251,"Latin America & Caribbean "
"6222","PR","Puerto Rico",1996,1.94,3724655,12173.2079883909,"Latin America & Caribbean "
"6223","PR","Puerto Rico",1997,1.9,3759430,12817.6345882222,"Latin America & Caribbean "
"6224","PR","Puerto Rico",1998,1.9,3781101,14304.2991975089,"Latin America & Caribbean "
"6225","PR","Puerto Rico",1999,1.97425,3800081,15220.9913420267,"Latin America & Caribbean "
"6226","PR","Puerto Rico",2000,2.0485,3810605,16192.1794570678,"Latin America & Caribbean "
"6227","PR","Puerto Rico",2001,1.9346,3818774,18123.0939563326,"Latin America & Caribbean "
"6228","PR","Puerto Rico",2002,1.8317,3823701,18731.5901531004,"Latin America & Caribbean "
"6229","PR","Puerto Rico",2003,1.7624,3826095,19557.0157040011,"Latin America & Caribbean "
"6230","PR","Puerto Rico",2004,1.7822,3826878,20698.0729461457,"Latin America & Caribbean "
"6231","PR","Puerto Rico",2005,1.7702,3821362,21670.0223637541,"Latin America & Caribbean "
"6232","PR","Puerto Rico",2006,1.7123,3805214,22641.8277657971,"Latin America & Caribbean "
"6233","PR","Puerto Rico",2007,1.6505,3782995,23369.050183783,"Latin America & Caribbean "
"6234","PR","Puerto Rico",2008,1.6516,3760866,24623.5042673682,"Latin America & Caribbean "
"6235","PR","Puerto Rico",2009,1.6528,3740410,25497.1513818004,"Latin America & Caribbean "
"6236","PR","Puerto Rico",2010,1.664,3721208,26106.3880331333,"Latin America & Caribbean "
"6237","PR","Puerto Rico",2011,1.653,3694093,26733.7611695212,"Latin America & Caribbean "
"6238","PS","West Bank and Gaza",1994,6.404,2366298,1195.32449714421,"Middle East & North Africa "
"6239","PS","West Bank and Gaza",1995,6.274,2474666,1301.22606378396,"Middle East & North Africa "
"6240","PS","West Bank and Gaza",1996,6.111,2587997,1298.83757155871,"Middle East & North Africa "
"6241","PS","West Bank and Gaza",1997,5.931,2706518,1367.54233994353,"Middle East & North Africa "
"6242","PS","West Bank and Gaza",1998,5.748,2776568,1420.60401982581,"Middle East & North Africa "
"6243","PS","West Bank and Gaza",1999,5.571,2848431,1463.57742438311,"Middle East & North Africa "
"6244","PS","West Bank and Gaza",2000,5.404,2922153,1407.61323343669,"Middle East & North Africa "
"6245","PS","West Bank and Gaza",2001,5.248,2997784,1111.61517957718,"Middle East & North Africa "
"6246","PS","West Bank and Gaza",2002,5.1,3075373,921.03894078166,"Middle East & North Africa "
"6247","PS","West Bank and Gaza",2003,4.958,3154969,996.648633604007,"Middle East & North Africa "
"6248","PS","West Bank and Gaza",2004,4.823,3236626,1114.3925642946,"Middle East & North Africa "
"6249","PS","West Bank and Gaza",2005,4.697,3320396,1209.45385542778,"Middle East & North Africa "
"6250","PT","Portugal",1960,3.006,8857716,360.499298506858,"Europe & Central Asia "
"6251","PT","Portugal",1961,3.183,8929316,382.729946994368,"Europe & Central Asia "
"6252","PT","Portugal",1962,3.213,8993985,407.852843612372,"Europe & Central Asia "
"6253","PT","Portugal",1963,3.084,9030355,432.511729575075,"Europe & Central Asia "
"6254","PT","Portugal",1964,3.153,9035365,468.781081635443,"Europe & Central Asia "
"6255","PT","Portugal",1965,3.078,8998595,520.910659367884,"Europe & Central Asia "
"6256","PT","Portugal",1966,3.052,8930990,575.007680668221,"Europe & Central Asia "
"6257","PT","Portugal",1967,2.996,8874520,646.82272006084,"Europe & Central Asia "
"6258","PT","Portugal",1968,2.902,8836650,719.08049185329,"Europe & Central Asia "
