"","iso2Code","Country","Year","Fertility","Population","GDP","Region"
"1","1A","Arab World",1968,6.86383443679102,116787194.6,278.025533043914,"Aggregates"
"2","1A","Arab World",1969,6.81763521712627,120078092,298.245194739515,"Aggregates"
"3","1A","Arab World",1970,6.76677741395568,123400916,316.67887810313,"Aggregates"
"4","1A","Arab World",1971,6.71441654208172,126726106.397961,357.392402319819,"Aggregates"
"5","1A","Arab World",1972,6.66336693790129,130095625.285716,422.456282395255,"Aggregates"
"6","1A","Arab World",1973,6.6153953275781,133592409.285716,520.943711456782,"Aggregates"
"7","1A","Arab World",1974,6.57119623513735,137327448.397961,962.512413290457,"Aggregates"
"8","1A","Arab World",1975,6.53076623617072,141376124,1044.93216907522,"Aggregates"
"9","1A","Arab World",1976,6.49240010595384,145768517.199181,1250.51005882108,"Aggregates"
"10","1A","Arab World",1977,6.45259380343462,150474227.832646,1406.84420047808,"Aggregates"
"11","1A","Arab World",1978,6.40789945702146,155422735.353867,1506.49530951751,"Aggregates"
"12","1A","Arab World",1979,6.35641268351656,160508833.889378,1946.10524401113,"Aggregates"
"13","1A","Arab World",1980,6.29555342978265,165653287,2502.62835332744,"Aggregates"
"14","1A","Arab World",1981,6.22400455662851,170835488.937566,2501.4709923258,"Aggregates"
"15","1A","Arab World",1982,6.14093852491459,176068130.531463,2260.14891424607,"Aggregates"
"16","1A","Arab World",1983,6.04645518150541,181346069.988628,2069.53543839913,"Aggregates"
"17","1A","Arab World",1984,5.9407710013817,186631962.9404,2033.7429061925,"Aggregates"
"18","1A","Arab World",1985,5.82194633453811,192047000.969484,1951.16730019026,"Aggregates"
"19","1A","Arab World",1986,5.69006860572811,197522279.579447,1785.27005907985,"Aggregates"
"20","1A","Arab World",1987,5.54770442273714,202985205.363535,1853.7932089439,"Aggregates"
"21","1A","Arab World",1988,5.39749263000859,208460436.98112,1740.88352284597,"Aggregates"
"22","1A","Arab World",1989,5.24388437281713,213911862.4,1792.2025553143,"Aggregates"
"23","1A","Arab World",1990,5.10195938038907,221488293,1947.06753766115,"Aggregates"
"24","1A","Arab World",1991,4.95262052234408,227470711,1864.73264210523,"Aggregates"
"25","1A","Arab World",1992,4.83146317992718,231443007,1962.80058606274,"Aggregates"
"26","1A","Arab World",1993,4.68495945177826,237418436,1937.0357812679,"Aggregates"
"27","1A","Arab World",1994,4.54539438435992,243271554,1932.86099074831,"Aggregates"
"28","1A","Arab World",1995,4.39350672958897,250504422,2014.82067695994,"Aggregates"
"29","1A","Arab World",1996,4.26557200269604,255932514,2178.10575279276,"Aggregates"
"30","1A","Arab World",1997,4.14373905423577,261260242,2267.63709755357,"Aggregates"
"31","1A","Arab World",1998,4.02569768225681,266537558,2160.18725692172,"Aggregates"
"32","1A","Arab World",1999,3.91441257254395,271912978,2310.2960801842,"Aggregates"
"33","1A","Arab World",2000,3.81689069066742,277561423,2607.40510142881,"Aggregates"
"34","1A","Arab World",2001,3.72794022022962,283493089,2484.62638377347,"Aggregates"
"35","1A","Arab World",2002,3.64864811364568,289680968,2465.18218907767,"Aggregates"
"36","1A","Arab World",2003,3.58350428658949,296095945,2716.25571225192,"Aggregates"
"37","1A","Arab World",2004,3.52323844053616,302824676,3125.02861215315,"Aggregates"
"38","1A","Arab World",2005,3.47309980168309,309824383,3737.30121759384,"Aggregates"
"39","1A","Arab World",2006,3.42934975661456,317125787,4403.98360209173,"Aggregates"
"40","1A","Arab World",2007,3.39145426250019,324693498,5028.47970695412,"Aggregates"
"41","1A","Arab World",2008,3.35752179779353,332424892,6236.71800248101,"Aggregates"
"42","1A","Arab World",2009,3.3253647462537,340149038,5317.24992021377,"Aggregates"
"43","1A","Arab World",2010,3.29740869144978,347737036,6049.39901758129,"Aggregates"
"44","1A","Arab World",2011,3.26554516659439,355137048,7193.48855445625,"Aggregates"
"45","1W","World",1960,4.97965556568155,3036764705,444.408117497211,"Aggregates"
"46","1W","World",1961,4.99663344652938,3077758284.30678,455.049567090648,"Aggregates"
"47","1W","World",1962,5.01124414014614,3130657233.84374,479.994924708236,"Aggregates"
"48","1W","World",1963,5.02258570097663,3195476357.17174,505.039570928202,"Aggregates"
"49","1W","World",1964,5.02152546961551,3260862523.4386,541.108439807769,"Aggregates"
"50","1W","World",1965,4.9908721660393,3327587549,578.376130168166,"Aggregates"
"51","1W","World",1966,4.93219607180044,3397482056.17002,621.042643947928,"Aggregates"
"52","1W","World",1967,4.90710683475737,3467082024.40331,646.904518201078,"Aggregates"
"53","1W","World",1968,4.85077591966422,3537433634.74422,683.77859199984,"Aggregates"
"54","1W","World",1969,4.78377888106831,3611869978.0517,737.038862863418,"Aggregates"
"55","1W","World",1970,4.70918878934616,3686859573,786.070774280901,"Aggregates"
"56","1W","World",1971,4.61145432673982,3763918681.13554,850.594338630129,"Aggregates"
"57","1W","World",1972,4.49390284029511,3840278352.22045,962.84873876285,"Aggregates"
"58","1W","World",1973,4.375905531527,3915680517.17277,1153.23250472709,"Aggregates"
"59","1W","World",1974,4.26323224985672,3991816808.77216,1305.83264216615,"Aggregates"
"60","1W","World",1975,4.13861073072804,4066547846.24707,1430.02128055205,"Aggregates"
"61","1W","World",1976,4.02786943924503,4139458193.9558,1529.60308709437,"Aggregates"
"62","1W","World",1977,3.92949629035236,4212354772.03895,1701.53606627816,"Aggregates"
"63","1W","World",1978,3.83919763355385,4286612937.86873,1968.76348639962,"Aggregates"
"64","1W","World",1979,3.77327200996973,4362446844.32386,2246.30677423046,"Aggregates"
"65","1W","World",1980,3.71612770041811,4438667985.22694,2484.51165753522,"Aggregates"
"66","1W","World",1981,3.66503864516771,4516308298.91035,2506.00018965623,"Aggregates"
"67","1W","World",1982,3.63825740299549,4596685320.84215,2438.03193094967,"Aggregates"
"68","1W","World",1983,3.60623947946379,4677465224.50846,2447.84126749414,"Aggregates"
"69","1W","World",1984,3.57799398166816,4757940376.98119,2497.71921622917,"Aggregates"
"70","1W","World",1985,3.54805225814752,4840320456.64269,2578.39686149353,"Aggregates"
"71","1W","World",1986,3.51399038989558,4925530167.01596,2998.13001821835,"Aggregates"
"72","1W","World",1987,3.47041918252573,5013013597.21825,3346.08057271208,"Aggregates"
"73","1W","World",1988,3.41536480893811,5101412331.42907,3677.76009254747,"Aggregates"
"74","1W","World",1989,3.34435368611482,5189637005.5192,3793.74198382258,"Aggregates"
"75","1W","World",1990,3.27011287773522,5278928953,4167.65022104859,"Aggregates"
"76","1W","World",1991,3.18099653147132,5365459256.44007,4302.15938104036,"Aggregates"
"77","1W","World",1992,3.09463826206125,5448290249.97342,4529.87195059832,"Aggregates"
"78","1W","World",1993,3.00658111652857,5531863650.29103,4522.72279252222,"Aggregates"
"79","1W","World",1994,2.93194909645416,5614317911.21637,4785.62976310317,"Aggregates"
"80","1W","World",1995,2.85931481850145,5698124596.58538,5231.59240659893,"Aggregates"
"81","1W","World",1996,2.80237988141241,5779714394.82184,5262.21019306589,"Aggregates"
"82","1W","World",1997,2.75059401837353,5861493681.52482,5174.89948335488,"Aggregates"
"83","1W","World",1998,2.70914797765659,5942419500.08353,5085.24958294585,"Aggregates"
"84","1W","World",1999,2.67110950967514,6022300749.74379,5203.47448374809,"Aggregates"
"85","1W","World",2000,2.64493176496956,6102050175.19389,5300.96228591711,"Aggregates"
"86","1W","World",2001,2.61417745515681,6180118096.5321,5203.46617375847,"Aggregates"
"87","1W","World",2002,2.59075887504946,6257639234.52006,5338.8064642043,"Aggregates"
"88","1W","World",2003,2.57333425457014,6335191444.7486,5933.40256476791,"Aggregates"
"89","1W","World",2004,2.55784256593799,6412915010.20862,6596.3502522861,"Aggregates"
"90","1W","World",2005,2.53850248528272,6490741058,7047.07505073795,"Aggregates"
"91","1W","World",2006,2.52998769158978,6568642254,7545.41267073755,"Aggregates"
"92","1W","World",2007,2.52339980991689,6646909129,8410.92080670834,"Aggregates"
"93","1W","World",2008,2.51519126724236,6726053715,9125.40890224876,"Aggregates"
"94","1W","World",2009,2.49971624407283,6805251332,8542.2401453706,"Aggregates"
"95","1W","World",2010,2.48770785018966,6885217727,9223.87988636088,"Aggregates"
"96","1W","World",2011,2.4754247263569,6965944512,10112.2825406425,"Aggregates"
"97","4E","East Asia & Pacific (developing only)",1960,5.82662422133416,897346338,92.6030799135312,"Aggregates"
"98","4E","East Asia & Pacific (developing only)",1961,5.91700120342252,896465279.2,79.6785620637031,"Aggregates"
"99","4E","East Asia & Pacific (developing only)",1962,5.99951022574509,907903932.2,71.2056001053727,"Aggregates"
"100","4E","East Asia & Pacific (developing only)",1963,6.06325188658266,930629910.2,75.2129920486729,"Aggregates"
"101","4E","East Asia & Pacific (developing only)",1964,6.09772964274745,953006846.2,84.4432882758833,"Aggregates"
"102","4E","East Asia & Pacific (developing only)",1965,6.09613920474119,976412684,96.7801363662865,"Aggregates"
"103","4E","East Asia & Pacific (developing only)",1966,6.05414692648855,1003418390.2,103.041512975965,"Aggregates"
"104","4E","East Asia & Pacific (developing only)",1967,5.97505203417083,1029559440.2,97.3909078363332,"Aggregates"
"105","4E","East Asia & Pacific (developing only)",1968,5.86263272831775,1056709187.2,95.8346188702846,"Aggregates"
"106","4E","East Asia & Pacific (developing only)",1969,5.71784972031669,1085609220.2,104.748771975262,"Aggregates"
"107","4E","East Asia & Pacific (developing only)",1970,5.53710517877099,1115469821,113.619945532842,"Aggregates"
"108","4E","East Asia & Pacific (developing only)",1971,5.31651955181962,1146027153.2,118.689783430336,"Aggregates"
"109","4E","East Asia & Pacific (developing only)",1972,5.06080254149651,1174898238.2,131.264071791724,"Aggregates"
"110","4E","East Asia & Pacific (developing only)",1973,4.77893485691097,1202856427.2,161.745671937413,"Aggregates"
"111","4E","East Asia & Pacific (developing only)",1974,4.48313389055321,1229315586.2,179.013739828662,"Aggregates"
"112","4E","East Asia & Pacific (developing only)",1975,4.18998559814814,1253342593,197.300287216961,"Aggregates"
"113","4E","East Asia & Pacific (developing only)",1976,3.91478514290225,1275500209.2,197.147880485588,"Aggregates"
"114","4E","East Asia & Pacific (developing only)",1977,3.67123380547514,1296049925.2,224.461980888486,"Aggregates"
"115","4E","East Asia & Pacific (developing only)",1978,3.46769969511021,1316550048.2,214.69668176051,"Aggregates"
"116","4E","East Asia & Pacific (developing only)",1979,3.30920656673444,1337332928.2,245.139355256793,"Aggregates"
"117","4E","East Asia & Pacific (developing only)",1980,3.20006538991508,1357754545,279.663496662872,"Aggregates"
"118","4E","East Asia & Pacific (developing only)",1981,3.13924828205674,1378781636.49274,294.750806184855,"Aggregates"
"119","4E","East Asia & Pacific (developing only)",1982,3.11100059891721,1402088850.34049,302.108741160763,"Aggregates"
"120","4E","East Asia & Pacific (developing only)",1983,3.10353056810382,1425509844.82692,311.172036002078,"Aggregates"
"121","4E","East Asia & Pacific (developing only)",1984,3.10446864934041,1447908739.43183,331.298147500367,"Aggregates"
"122","4E","East Asia & Pacific (developing only)",1985,3.10049780280657,1471141187,356.528157009568,"Aggregates"
"123","4E","East Asia & Pacific (developing only)",1986,3.07772847166662,1496093664,348.160611396039,"Aggregates"
"124","4E","East Asia & Pacific (developing only)",1987,3.03101525211161,1522646931,337.657428219272,"Aggregates"
"125","4E","East Asia & Pacific (developing only)",1988,2.95681764841297,1549509862,370.97677016344,"Aggregates"
"126","4E","East Asia & Pacific (developing only)",1989,2.85606049672949,1575702423,395.192823762611,"Aggregates"
"127","4E","East Asia & Pacific (developing only)",1990,2.7308815870939,1601020882,417.44386376818,"Aggregates"
"128","4E","East Asia & Pacific (developing only)",1991,2.58870951969326,1625235374,448.101796237516,"Aggregates"
"129","4E","East Asia & Pacific (developing only)",1992,2.44289606392232,1647886497,494.172573245114,"Aggregates"
"130","4E","East Asia & Pacific (developing only)",1993,2.30417510723619,1669711213,525.972837929943,"Aggregates"
"131","4E","East Asia & Pacific (developing only)",1994,2.17910369865239,1691423121,625.936460584651,"Aggregates"
"132","4E","East Asia & Pacific (developing only)",1995,2.07271626791615,1712777280,763.842054225291,"Aggregates"
"133","4E","East Asia & Pacific (developing only)",1996,1.98840226018191,1733834980,866.73342592712,"Aggregates"
"134","4E","East Asia & Pacific (developing only)",1997,1.92373687958797,1754731205,887.637149280495,"Aggregates"
"135","4E","East Asia & Pacific (developing only)",1998,1.87555339671354,1774962184,802.016486645876,"Aggregates"
"136","4E","East Asia & Pacific (developing only)",1999,1.84296425513419,1794094115,871.556415969924,"Aggregates"
"137","4E","East Asia & Pacific (developing only)",2000,1.82404228009016,1812175348,949.581841965899,"Aggregates"
"138","4E","East Asia & Pacific (developing only)",2001,1.81691603680005,1829456590,1001.40034659892,"Aggregates"
"139","4E","East Asia & Pacific (developing only)",2002,1.8177228383161,1845962610,1097.16180178197,"Aggregates"
"140","4E","East Asia & Pacific (developing only)",2003,1.8239642398409,1861857314,1228.88078773653,"Aggregates"
"141","4E","East Asia & Pacific (developing only)",2004,1.83170876662825,1877361349,1413.12270531245,"Aggregates"
"142","4E","East Asia & Pacific (developing only)",2005,1.8393174246047,1892685072,1620.55677593291,"Aggregates"
"143","4E","East Asia & Pacific (developing only)",2006,1.84568192705234,1907505424,1933.35518062696,"Aggregates"
"144","4E","East Asia & Pacific (developing only)",2007,1.85051626149706,1921755956,2423.49146297451,"Aggregates"
"145","4E","East Asia & Pacific (developing only)",2008,1.85408008797919,1935836768,3041.44479445057,"Aggregates"
"146","4E","East Asia & Pacific (developing only)",2009,1.85676867399354,1949763154,3257.97763363346,"Aggregates"
"147","4E","East Asia & Pacific (developing only)",2010,1.85641945900232,1963596193,3889.77433083689,"Aggregates"
"148","4E","East Asia & Pacific (developing only)",2011,1.85518863012004,1977493244,4689.25790357075,"Aggregates"
"149","7E","Europe & Central Asia (developing only)",1987,2.83604705711636,241004057.397117,1393.84725121502,"Aggregates"
"150","7E","Europe & Central Asia (developing only)",1988,2.77960464894159,243687206.88921,1457.73640832923,"Aggregates"
"151","7E","Europe & Central Asia (developing only)",1989,2.68895510059117,246039622,1580.8414180699,"Aggregates"
"152","7E","Europe & Central Asia (developing only)",1990,2.58935870854441,247831602,1798.31381570767,"Aggregates"
"153","7E","Europe & Central Asia (developing only)",1991,2.50796412052494,249441525.738648,1675.50638645193,"Aggregates"
"154","7E","Europe & Central Asia (developing only)",1992,2.44539942244386,250885962.253936,1626.85878149589,"Aggregates"
"155","7E","Europe & Central Asia (developing only)",1993,2.340034985333,252162420.479299,1670.00081663251,"Aggregates"
"156","7E","Europe & Central Asia (developing only)",1994,2.25427615788379,252866391.47335,1404.61327014471,"Aggregates"
"157","7E","Europe & Central Asia (developing only)",1995,2.18112820249471,253327081.585378,1598.75312038182,"Aggregates"
"158","7E","Europe & Central Asia (developing only)",1996,2.10122660351528,253917840.442962,1629.96135288387,"Aggregates"
"159","7E","Europe & Central Asia (developing only)",1997,2.02939246381771,254584922.811401,1699.3609042655,"Aggregates"
"160","7E","Europe & Central Asia (developing only)",1998,1.96387829393382,255142484.255141,2012.51122668142,"Aggregates"
"161","7E","Europe & Central Asia (developing only)",1999,1.93750754059395,255691155.845574,1845.61290039265,"Aggregates"
"162","7E","Europe & Central Asia (developing only)",2000,1.88105875372614,256501010.642516,1860.89246533202,"Aggregates"
"163","7E","Europe & Central Asia (developing only)",2001,1.8534604055847,256896643.577907,1688.31853198294,"Aggregates"
"164","7E","Europe & Central Asia (developing only)",2002,1.85333948480581,257295085,1970.42353764509,"Aggregates"
"165","7E","Europe & Central Asia (developing only)",2003,1.85330301459297,258166388,2496.59599234134,"Aggregates"
"166","7E","Europe & Central Asia (developing only)",2004,1.87750685205867,259168754,3169.91241415316,"Aggregates"
"167","7E","Europe & Central Asia (developing only)",2005,1.86042942883383,260294381,3864.31737746476,"Aggregates"
"168","7E","Europe & Central Asia (developing only)",2006,1.89658477432047,261514466,4437.37798750962,"Aggregates"
"169","7E","Europe & Central Asia (developing only)",2007,1.92942996174636,262818909,5586.55807663757,"Aggregates"
"170","7E","Europe & Central Asia (developing only)",2008,1.96537912807273,264340836,6624.29606381021,"Aggregates"
"171","7E","Europe & Central Asia (developing only)",2009,1.96299530946917,266258879,5468.83002660397,"Aggregates"
"172","7E","Europe & Central Asia (developing only)",2010,1.95584176670489,268291639,6141.08032870154,"Aggregates"
"173","7E","Europe & Central Asia (developing only)",2011,1.95367889707979,270227513,6821.06582984095,"Aggregates"
"174","8S","South Asia",1970,5.72972256530575,716207623,120.990565841529,"Aggregates"
"175","8S","South Asia",1971,5.66017360372607,732512606,125.766121412948,"Aggregates"
"176","8S","South Asia",1972,5.58726508721436,749061811,123.67304001774,"Aggregates"
"177","8S","South Asia",1973,5.51488003358115,766074145,138.389418378951,"Aggregates"
"178","8S","South Asia",1974,5.44447622592568,783670452,163.686892614385,"Aggregates"
"179","8S","South Asia",1975,5.37597991562556,802054943,171.322639821304,"Aggregates"
"180","8S","South Asia",1976,5.30826633841283,821277159,163.536564660015,"Aggregates"
"181","8S","South Asia",1977,5.23885622293839,841263180,184.713710712654,"Aggregates"
"182","8S","South Asia",1978,5.16714456797598,861894110,205.182019737372,"Aggregates"
"183","8S","South Asia",1979,5.09200709192712,882978855,224.317165720569,"Aggregates"
"184","8S","South Asia",1980,5.01310064880764,904327668,264.088508980112,"Aggregates"
"185","8S","South Asia",1981,4.93333811975561,925714947,272.876174313866,"Aggregates"
"186","8S","South Asia",1982,4.85146870881358,947599026,275.874463292901,"Aggregates"
"187","8S","South Asia",1983,4.77086616317303,969655185,285.509796401748,"Aggregates"
"188","8S","South Asia",1984,4.69008248084739,992065703,278.885345324774,"Aggregates"
"189","8S","South Asia",1985,4.6089374380256,1014975421,294.984207210377,"Aggregates"
"190","8S","South Asia",1986,4.52546714220023,1038368816,305.514418816851,"Aggregates"
"191","8S","South Asia",1987,4.44049079620677,1062105416,331.846033250839,"Aggregates"
"192","8S","South Asia",1988,4.35164675210579,1086156526,348.275546122305,"Aggregates"
"193","8S","South Asia",1989,4.26016469738895,1110478370,342.806046493001,"Aggregates"
"194","8S","South Asia",1990,4.16816900905429,1134976416,361.688727554897,"Aggregates"
"195","8S","South Asia",1991,4.07492764206198,1159717830,315.665099053749,"Aggregates"
"196","8S","South Asia",1992,3.98324812728143,1184516870,328.191386505087,"Aggregates"
"197","8S","South Asia",1993,3.89497917132778,1209467291,318.224278445944,"Aggregates"
"198","8S","South Asia",1994,3.80890604328103,1234465285,353.818329327679,"Aggregates"
"199","8S","South Asia",1995,3.72512480755166,1259426817,385.240953743945,"Aggregates"
"200","8S","South Asia",1996,3.64446572295594,1284262004,408.785318647292,"Aggregates"
"201","8S","South Asia",1997,3.56459986204532,1309016962,420.869899302108,"Aggregates"
"202","8S","South Asia",1998,3.4854071120807,1333616347,418.97485978218,"Aggregates"
"203","8S","South Asia",1999,3.40753067109302,1358111216,439.593690958977,"Aggregates"
"204","8S","South Asia",2000,3.32958156563756,1382195669,449.326325235953,"Aggregates"
"205","8S","South Asia",2001,3.25280904255001,1405746086,453.261028563963,"Aggregates"
"206","8S","South Asia",2002,3.17514053383683,1429513552,469.617105763472,"Aggregates"
"207","8S","South Asia",2003,3.0990852928896,1453111368,539.599952770493,"Aggregates"
"208","8S","South Asia",2004,3.02385925297462,1476314527,617.161178218019,"Aggregates"
"209","8S","South Asia",2005,2.95184576732916,1498995049,696.944882292252,"Aggregates"
"210","8S","South Asia",2006,2.8839142228454,1521155564,779.078807052877,"Aggregates"
"211","8S","South Asia",2007,2.82099661113612,1542806515,975.847957510448,"Aggregates"
"212","8S","South Asia",2008,2.76465383214007,1564144995,980.818007514636,"Aggregates"
"213","8S","South Asia",2009,2.71474617110259,1585462500,1064.17466978277,"Aggregates"
"214","8S","South Asia",2010,2.66961556056535,1606838890,1290.06663372595,"Aggregates"
"215","8S","South Asia",2011,2.62949230805934,1628377343,1409.79434730311,"Aggregates"
"216","AD","Andorra",2006,1.24,81877,34484.7008637747,"Europe & Central Asia "
"217","AD","Andorra",2007,1.18,81292,39922.8901210414,"Europe & Central Asia "
"218","AD","Andorra",2008,1.25,79969,46418.4154673278,"Europe & Central Asia "
"219","AE","United Arab Emirates",1975,6.009,532742,27631.8985401645,"Middle East & North Africa "
"220","AE","United Arab Emirates",1976,5.873,623450,30817.2633828883,"Middle East & North Africa "
"221","AE","United Arab Emirates",1977,5.744,723617,34371.4628949095,"Middle East & North Africa "
"222","AE","United Arab Emirates",1978,5.624,827191,28742.855354213,"Middle East & North Africa "
"223","AE","United Arab Emirates",1979,5.517,926112,33716.7240835592,"Middle East & North Africa "
"224","AE","United Arab Emirates",1980,5.423,1014825,42961.8382150634,"Middle East & North Africa "
"225","AE","United Arab Emirates",1981,5.344,1090660,45232.6335281834,"Middle East & North Africa "
"226","AE","United Arab Emirates",1982,5.274,1155765,40339.2718734665,"Middle East & North Africa "
"227","AE","United Arab Emirates",1983,5.209,1215380,35218.0579741799,"Middle East & North Africa "
"228","AE","United Arab Emirates",1984,5.141,1277300,32731.507235934,"Middle East & North Africa "
"229","AE","United Arab Emirates",1985,5.065,1347218,30138.8863490181,"Middle East & North Africa "
"230","AE","United Arab Emirates",1986,4.973,1426915,23788.110756089,"Middle East & North Africa "
"231","AE","United Arab Emirates",1987,4.86,1514798,24019.6440095658,"Middle East & North Africa "
"232","AE","United Arab Emirates",1988,4.724,1609170,22543.0962331629,"Middle East & North Africa "
"233","AE","United Arab Emirates",1989,4.566,1707085,24289.9421357647,"Middle East & North Africa "
"234","AE","United Arab Emirates",1990,4.388,1806498,28066.149918578,"Middle East & North Africa "
"235","AE","United Arab Emirates",1991,4.193,1908002,27018.926378943,"Middle East & North Africa "
"236","AE","United Arab Emirates",1992,3.989,2012977,26944.7548737053,"Middle East & North Africa "
"237","AE","United Arab Emirates",1993,3.784,2121143,26224.1490533804,"Middle East & North Africa "
"238","AE","United Arab Emirates",1994,3.583,2232159,26568.4899320413,"Middle East & North Africa "
"239","AE","United Arab Emirates",1995,3.393,2346305,28020.0854141076,"Middle East & North Africa "
"240","AE","United Arab Emirates",1996,3.215,2470810,29776.1600121965,"Middle East & North Africa "
"241","AE","United Arab Emirates",1997,3.052,2608993,30218.1755039743,"Middle East & North Africa "
"242","AE","United Arab Emirates",1998,2.902,2753498,27482.9828984103,"Middle East & North Africa "
"243","AE","United Arab Emirates",1999,2.766,2893648,29183.0504343053,"Middle East & North Africa "
"244","AE","United Arab Emirates",2000,2.644,3026352,34476.2854230195,"Middle East & North Africa "
"245","AE","United Arab Emirates",2001,2.532,3132104,32984.7423721858,"Middle East & North Africa "
"246","AE","United Arab Emirates",2002,2.428,3223969,34062.425735016,"Middle East & North Africa "
"247","AE","United Arab Emirates",2003,2.329,3369254,36906.1998942909,"Middle East & North Africa "
"248","AE","United Arab Emirates",2004,2.236,3658658,40403.988167934,"Middle East & North Africa "
"249","AE","United Arab Emirates",2005,2.149,4148883,43533.8917822307,"Middle East & North Africa "
"250","AE","United Arab Emirates",2006,2.071,4875639,45554.2194039789,"Middle East & North Africa "
"251","AE","United Arab Emirates",2007,2.004,5797347,44528.9960064078,"Middle East & North Africa "
"252","AE","United Arab Emirates",2008,1.948,6798635,46309.9821099673,"Middle East & North Africa "
"253","AE","United Arab Emirates",2009,1.903,7718319,35025.1044868075,"Middle East & North Africa "
"254","AE","United Arab Emirates",2010,1.868,8441537,34048.5302479149,"Middle East & North Africa "
"255","AE","United Arab Emirates",2011,1.841,8925096,39057.8401080621,"Middle East & North Africa "
"256","AF","Afghanistan",1960,7.671,8774440,61.2891320598364,"South Asia"
"257","AF","Afghanistan",1961,7.671,8953544,61.3040930583217,"South Asia"
"258","AF","Afghanistan",1962,7.671,9141783,59.798693323222,"South Asia"
"259","AF","Afghanistan",1963,7.671,9339507,80.4230020659073,"South Asia"
"260","AF","Afghanistan",1964,7.671,9547131,83.7948118142624,"South Asia"
"261","AF","Afghanistan",1965,7.671,9765015,103.089103111692,"South Asia"
"262","AF","Afghanistan",1966,7.671,9990125,140.138383240116,"South Asia"
"263","AF","Afghanistan",1967,7.671,10221902,163.700788626879,"South Asia"
"264","AF","Afghanistan",1968,7.671,10465770,131.221435925562,"South Asia"
"265","AF","Afghanistan",1969,7.671,10729191,131.313621224771,"South Asia"
"266","AF","Afghanistan",1970,7.671,11015621,158.764230928666,"South Asia"
"267","AF","Afghanistan",1971,7.671,11323446,161.709515997947,"South Asia"
"268","AF","Afghanistan",1972,7.671,11644377,137.023687562771,"South Asia"
"269","AF","Afghanistan",1973,7.671,11966352,144.8505998375,"South Asia"
"270","AF","Afghanistan",1974,7.671,12273589,175.625523933274,"South Asia"
"271","AF","Afghanistan",1975,7.671,12551790,188.552120093363,"South Asia"
"272","AF","Afghanistan",1976,7.67,12806810,199.546613632383,"South Asia"
"273","AF","Afghanistan",1977,7.67,13034460,226.578885405814,"South Asia"
"274","AF","Afghanistan",1978,7.67,13199597,250.007640997592,"South Asia"
"275","AF","Afghanistan",1979,7.669,13257128,278.939778294497,"South Asia"
"276","AF","Afghanistan",1980,7.669,13180431,276.29775135459,"South Asia"
"277","AF","Afghanistan",1981,7.67,12963788,268.346559648938,"South Asia"
"278","AF","Afghanistan",2001,7.623,21347782,115.312509504906,"South Asia"
"279","AF","Afghanistan",2002,7.484,22202806,185.959290128351,"South Asia"
"280","AF","Afghanistan",2003,7.321,23116142,198.287799138095,"South Asia"
"281","AF","Afghanistan",2004,7.136,24018682,220.056287808743,"South Asia"
"282","AF","Afghanistan",2005,6.93,24860855,252.407892476849,"South Asia"
"283","AF","Afghanistan",2006,6.702,25631282,275.350940904774,"South Asia"
"284","AF","Afghanistan",2007,6.456,26349243,373.591416218515,"South Asia"
"285","AF","Afghanistan",2008,6.196,27032197,376.977669868854,"South Asia"
"286","AF","Afghanistan",2009,5.928,27708187,450.659239044994,"South Asia"
"287","AF","Afghanistan",2010,5.659,28397812,561.197617484795,"South Asia"
"288","AF","Afghanistan",2011,5.395,29105480,619.592120402192,"South Asia"
"289","AG","Antigua and Barbuda",1977,2.358,70223,941.919930454288,"Latin America & Caribbean "
"290","AG","Antigua and Barbuda",1978,2.239,70508,1061.66043900776,"Latin America & Caribbean "
"291","AG","Antigua and Barbuda",1979,2.159,70553,1307.39641279195,"Latin America & Caribbean "
"292","AG","Antigua and Barbuda",1980,2.115,70301,1565.64863547914,"Latin America & Caribbean "
"293","AG","Antigua and Barbuda",1981,2.098,69750,1784.41512313895,"Latin America & Caribbean "
"294","AG","Antigua and Barbuda",1982,2.096,68950,2000.7520716673,"Latin America & Caribbean "
"295","AG","Antigua and Barbuda",1983,2.098,67958,2255.36910429153,"Latin America & Caribbean "
"296","AG","Antigua and Barbuda",1984,2.098,66863,2595.02427421436,"Latin America & Caribbean "
"297","AG","Antigua and Barbuda",1985,2.092,65744,3070.43936060873,"Latin America & Caribbean "
"298","AG","Antigua and Barbuda",1986,2.082,64605,3806.14955426997,"Latin America & Caribbean "
"299","AG","Antigua and Barbuda",1987,2.07,63484,4512.53967952176,"Latin America & Caribbean "
"300","AG","Antigua and Barbuda",1988,2.062,62538,5415.84780956705,"Latin America & Caribbean "
"301","AG","Antigua and Barbuda",1989,2.058,61967,6025.84767755551,"Latin America & Caribbean "
"302","AG","Antigua and Barbuda",1990,2.061,61906,6325.24090483941,"Latin America & Caribbean "
"303","AG","Antigua and Barbuda",1991,2.073,62412,6575.48066748281,"Latin America & Caribbean "
"304","AG","Antigua and Barbuda",1992,2.096,63434,6680.37575242046,"Latin America & Caribbean "
"305","AG","Antigua and Barbuda",1993,2.128,64868,7037.93893828045,"Latin America & Caribbean "
"306","AG","Antigua and Barbuda",1994,2.166,66550,7514.48354706237,"Latin America & Caribbean "
"307","AG","Antigua and Barbuda",1995,2.208,68349,7230.32068222522,"Latin America & Caribbean "
"308","AG","Antigua and Barbuda",1996,2.248,70245,7702.6704006853,"Latin America & Caribbean "
